(A)chondrite,id,Class,Country,latitude,longitude,ff,Group,Locality,mck,Month,Name,Petrologic type,Recovered weight,Shock stage,Synonyms,Type,wg,Year
Chondrite,26478,Ordinary,England,51.7833,-1.7833,Fall,LL,Gloucestershire,A1030,August,Aldsworth,5,0.7,,Cirencester,Stone,,1835.0
,26481,Coarse octahedrite,USA,35.75,-81.25,Find,IAB,North Carolina,A1090,,Alexander County,Og,,,Cedar Creek,Iron,,1875.0
,26488,Medium octahedrite,USA,44.65,-87.4667,Find,IIICD,Wisconsin,A1200,,Algoma,Om,4.1,,,Iron,,1887.0
,26490,Medium octahedrite,Russia,67.8833,167.5,Find,IIIAB,Chukot Province,A1248,July,Aliskerovo,Om,58.4,,,Iron,,1977.0
,26495,,Antarctica,-76.7167,159.6667,Find,IAB,Victoria Land,A1276.2,,Allan Hills 76002,,1.51,,,Iron,,1976.0
Achondrite,26498,Eucrite,Antarctica,-76.7167,159.6667,Find,EUC,Victoria Land,A1276.5,,Allan Hills 76005,,1.425,,,Stone,A,1976.0
Chondrite,26505,Carbonaceous,Antarctica,-76.7167,159.6667,Find,CO,Victoria Land,A1277.003,,Allan Hills 77003,3,0.7796000000000001,S1,,Stone,Ae,1977.0
Chondrite,26511,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.010,,Allan Hills 77010,4,0.2958,,,Stone,C,1977.0
Chondrite,26515,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.014,,Allan Hills 77014,5,0.3088,,,Stone,C,1977.0
Chondrite,26519,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.018,,Allan Hills 77018,5,0.0518,,,Stone,B/C,1977.0
Chondrite,26524,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.024,,Allan Hills 77024,4,0.01075,,,Stone,,1977.0
Chondrite,26534,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1277.034,,Allan Hills 77034,3,0.0018,,,Stone,B/C,1977.0
Chondrite,26542,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.042,,Allan Hills 77042,5,0.0203999999999999,,,Stone,A/B,1977.0
Chondrite,26545,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.045,,Allan Hills 77045,5,0.0179,,,Stone,A,1977.0
Chondrite,26547,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1277.047,,Allan Hills 77047,3,0.0205,,,Stone,C,1977.0
Chondrite,26549,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1277.049,,Allan Hills 77049,3,0.0073,,,Stone,B/C,1977.0
Chondrite,26567,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.067,,Allan Hills 77067,4,0.00409,,,Stone,,1977.0
Chondrite,26568,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1277.069,,Allan Hills 77069,6,0.0008,,,Stone,B/C,1977.0
Chondrite,26572,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.073,,Allan Hills 77073,5,0.0101,,,Stone,A/B,1977.0
Chondrite,26578,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.079,,Allan Hills 77079,5,0.0078,,,Stone,A,1977.0
Chondrite,26581,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.082,,Allan Hills 77082,5,0.012,,,Stone,A/B,1977.0
Chondrite,26584,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.085,,Allan Hills 77085,5,0.0458999999999999,,,Stone,B,1977.0
Chondrite,26585,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.086,,Allan Hills 77086,5,0.0193999999999999,,,Stone,C,1977.0
Chondrite,26588,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1277.089,,Allan Hills 77089,6,0.0078,,,Stone,B,1977.0
Chondrite,26591,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.092,,Allan Hills 77092,5,0.045,,,Stone,A,1977.0
Chondrite,26594,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.095,,Allan Hills 77095,4,0.00447,,,Stone,,1977.0
Chondrite,26597,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.098,,Allan Hills 77098,5,0.008,,,Stone,B,1977.0
Chondrite,26599,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.100,,Allan Hills 77100,5,0.0182,,,Stone,A/B,1977.0
Chondrite,26602,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.103,,Allan Hills 77103,5,0.00413,,,Stone,,1977.0
Chondrite,26604,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.105,,Allan Hills 77105,4,0.00344,,,Stone,,1977.0
Chondrite,26612,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.114,,Allan Hills 77114,5,0.0445,,,Stone,B,1977.0
Chondrite,26618,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.120,,Allan Hills 77120,5,0.0039,,,Stone,A/B,1977.0
Chondrite,26625,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1277.127,,Allan Hills 77127,5,0.0038,,,Stone,B,1977.0
Chondrite,26626,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.128,,Allan Hills 77128,5,0.00377,,,Stone,,1977.0
Chondrite,26628,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.130,,Allan Hills 77130,5,0.0248,,,Stone,A,1977.0
Chondrite,26635,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.137,,Allan Hills 77137,5,0.00513,,,Stone,,1977.0
Chondrite,26645,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.147,,Allan Hills 77147,6,0.0186999999999999,,,Stone,A/B,1977.0
Chondrite,26650,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.152,,Allan Hills 77152,5,0.0178,,,Stone,A,1977.0
Chondrite,26651,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.153,,Allan Hills 77153,5,0.012,,,Stone,A,1977.0
Chondrite,26654,Enstatite,Antarctica,-76.7167,159.6667,Find,EH,Victoria Land,A1277.156,,Allan Hills 77156,3,0.0177,S4,,Stone,B,1977.0
Chondrite,26658,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1277.160,,Allan Hills 77160,3,0.0704,,,Stone,C,1977.0
Chondrite,26665,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1277.167,,Allan Hills 77167,3,0.6112000000000001,,,Stone,C,1977.0
Chondrite,26669,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.171,,Allan Hills 77171,5,0.0238,,,Stone,A/B,1977.0
Chondrite,26671,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.173,,Allan Hills 77173,5,0.0258,,,Stone,B,1977.0
Chondrite,26678,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1277.180,,Allan Hills 77180,6,0.1908,,,Stone,C,1977.0
Chondrite,26679,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.181,,Allan Hills 77181,5,0.033,,,Stone,B,1977.0
Chondrite,26682,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.184,,Allan Hills 77184,5,0.1276,,,Stone,B,1977.0
Chondrite,26686,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.188,,Allan Hills 77188,5,0.109,,,Stone,A/B,1977.0
Chondrite,26687,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.190,,Allan Hills 77190,4,0.3871,,,Stone,C,1977.0
Chondrite,26706,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.209,,Allan Hills 77209,6,0.0318,,,Stone,B,1977.0
Chondrite,26707,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.210,,Allan Hills 77210,6,0.0059299999999999,,,Stone,,1977.0
Chondrite,26708,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1277.211,,Allan Hills 77211,3,0.0266999999999999,,,Stone,B/C,1977.0
Chondrite,26710,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.213,,Allan Hills 77213,5,0.0084,,,Stone,A,1977.0
Chondrite,26713,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1277.216,,Allan Hills 77216,3,1.47,,,Stone,A/B,1977.0
Chondrite,26718,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.221,,Allan Hills 77221,4,0.2292,,,Stone,C,1977.0
Chondrite,26723,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.226,,Allan Hills 77226,4,15.323,,,Stone,Ce,1977.0
Chondrite,26727,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1277.230,,Allan Hills 77230,4,2.473,,,Stone,C,1977.0
Chondrite,26728,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1277.231,,Allan Hills 77231,6,9.27,,,Stone,A/Be,1977.0
Chondrite,26736,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.240,,Allan Hills 77240,5,0.0251,,,Stone,A,1977.0
Chondrite,26738,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.242,,Allan Hills 77242,5,0.0565,,,Stone,B,1977.0
Chondrite,26739,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.243,,Allan Hills 77243,5,0.00922,,,Stone,,1977.0
Chondrite,26745,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1277.249,,Allan Hills 77249,3,0.5036,,,Stone,C,1977.0
Chondrite,26747,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1277.251,,Allan Hills 77251,6,0.0688,,,Stone,B,1977.0
Chondrite,26748,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1277.252,,Allan Hills 77252,3,0.3431,,,Stone,B,1977.0
Chondrite,26750,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1277.254,,Allan Hills 77254,5,0.2458,,,Stone,A/B,1977.0
,26751,,Antarctica,-76.7167,159.6667,Find,UNGR,Victoria Land,A1277.255,,Allan Hills 77255,,0.7651,,,Iron,,1977.0
Chondrite,26754,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.258,,Allan Hills 77258,6,0.5972999999999999,,,Stone,B/Ce,1977.0
Chondrite,26762,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.266,,Allan Hills 77266,5,0.1084,,,Stone,B,1977.0
Chondrite,26764,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.268,,Allan Hills 77268,5,0.272,,,Stone,C,1977.0
Chondrite,26769,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1277.273,,Allan Hills 77273,6,0.492,,,Stone,B,1977.0
Chondrite,26772,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1277.277,,Allan Hills 77277,6,0.1427,S5,,Stone,A/B,1977.0
,26778,,Antarctica,-76.7167,159.6667,Find,IAB,Victoria Land,A1277.283,,Allan Hills 77283,,10.51,,,Iron,,1977.0
Chondrite,26786,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.291,,Allan Hills 77291,5,0.0058,,,Stone,A,1977.0
Chondrite,26788,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1277.293,,Allan Hills 77293,6,0.1097,,,Stone,B,1977.0
Chondrite,26792,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1277.297,,Allan Hills 77297,6,0.9516,S4,,Stone,A,1977.0
Achondrite,26796,Eucrite,Antarctica,-76.7167,159.6667,Find,EUC,Victoria Land,A1277.302,,Allan Hills 77302,,0.2355,,,Stone,A,1977.0
Chondrite,26802,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1278.001,,Allan Hills 78001,5,0.0845,,,Stone,B,1978.0
Chondrite,26805,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1278.004,,Allan Hills 78004,5,0.0359,,,Stone,,1978.0
Chondrite,26806,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1278.005,,Allan Hills 78005,5,0.0282,,,Stone,B,1978.0
Chondrite,26811,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1278.010,,Allan Hills 78010,5,0.0013,,,Stone,B,1978.0
Chondrite,26812,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1278.011,,Allan Hills 78011,3,0.00484,,,Stone,,1977.0
Chondrite,26817,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1278.016,,Allan Hills 78016,5,0.0025499999999999,,,Stone,,1977.0
Chondrite,26819,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1278.018,,Allan Hills 78018,5,0.0179,,,Stone,B,1978.0
Chondrite,26822,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1278.021,,Allan Hills 78021,5,0.0171,,,Stone,,1978.0
Chondrite,26827,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1278.026,,Allan Hills 78026,4,0.00778,,,Stone,,1977.0
Chondrite,26830,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1278.029,,Allan Hills 78029,4,0.0040999999999999,,,Stone,B,1978.0
Chondrite,26833,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1278.032,,Allan Hills 78032,6,0.00208,,,Stone,,1977.0
Chondrite,26858,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1278.057,,Allan Hills 78057,4,0.0087,,,Stone,,1978.0
Chondrite,26861,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1278.060,,Allan Hills 78060,6,0.00541,,,Stone,,1977.0
Chondrite,26864,Ordinary,Antarctica,-76.7167,159.6667,Find,LL,Victoria Land,A1278.063,,Allan Hills 78063,6,0.0767,,,Stone,A,1978.0
Chondrite,26873,Ordinary,Antarctica,-76.7167,159.6667,Find,LL,Victoria Land,A1278.073,,Allan Hills 78073,6,0.00298,,,Stone,,1977.0
Chondrite,26874,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1278.074,,Allan Hills 78074,6,0.2002,,,Stone,B,1978.0
Chondrite,26879,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1278.079,,Allan Hills 78079,5,0.0045,,,Stone,,1978.0
Chondrite,26880,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1278.080,,Allan Hills 78080,5,0.0248,,,Stone,,1978.0
Chondrite,26887,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1278.087,,Allan Hills 78087,5,0.00795,,,Stone,,1977.0
Achondrite,26913,Aubrite,Antarctica,-76.7167,159.6667,Find,AUB,Victoria Land,A1278.113,,Allan Hills 78113,,0.2986,,,Stone,A/Be,1978.0
Chondrite,26918,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1278.118,,Allan Hills 78118,5,0.00792,,,Stone,,1977.0
Chondrite,26925,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1278.125,,Allan Hills 78125,6,0.0188,,,Stone,B,1978.0
Achondrite,26932,Eucrite,Antarctica,-76.7167,159.6667,Find,EUC,Victoria Land,A1278.132,,Allan Hills 78132,,0.656,,,Stone,A,1978.0
Chondrite,26933,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1278.133,,Allan Hills 78133,3,0.0599,,,Stone,,1978.0
Chondrite,26943,Ordinary,Antarctica,-76.7167,159.6667,Find,LL,Victoria Land,A1278.143,,Allan Hills 78143,3,0.0022299999999999,,,Stone,,1977.0
Chondrite,26947,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1278.148,,Allan Hills 78148,5,0.00332,,,Stone,,1977.0
Chondrite,26948,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1278.149,,Allan Hills 78149,3,0.0232,,,Stone,B,1978.0
Chondrite,26951,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1278.152,,Allan Hills 78152,6,0.0047,,,Stone,,1978.0
Chondrite,26968,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1278.170,,Allan Hills 78170,3,0.0209,,,Stone,B,1978.0
Chondrite,26973,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1278.175,,Allan Hills 78175,5,0.00971,,,Stone,,1977.0
Chondrite,26980,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1278.182,,Allan Hills 78182,5,0.0101,,,Stone,,1978.0
Chondrite,26988,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1278.190,,Allan Hills 78190,5,0.0201,,,Stone,,1978.0
Chondrite,26989,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1278.191,,Allan Hills 78191,6,0.0196,,,Stone,,1978.0
Chondrite,26991,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1278.193,,Allan Hills 78193,4,0.0133,,,Stone,B/C,1978.0
Chondrite,26992,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1278.194,,Allan Hills 78194,5,0.0245,,,Stone,,1978.0
Chondrite,26994,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1278.196,,Allan Hills 78196,4,0.0112,,,Stone,B/C,1978.0
Chondrite,26996,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1278.198,,Allan Hills 78198,4,0.01047,,,Stone,,1977.0
Chondrite,26997,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1278.199,,Allan Hills 78199,5,0.0129,,,Stone,,1978.0
Chondrite,27015,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1278.217,,Allan Hills 78217,5,0.0083,,,Stone,B,1978.0
Chondrite,27017,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1278.219,,Allan Hills 78219,5,0.0081999999999999,,,Stone,B,1978.0
Chondrite,27021,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1278.223,,Allan Hills 78223,4,0.0065,,,Stone,B,1978.0
Chondrite,27026,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1278.228,,Allan Hills 78228,5,0.00296,,,Stone,,1977.0
Chondrite,27033,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1278.235,,Allan Hills 78235,3,0.0192,,,Stone,B,1978.0
Chondrite,27048,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1278.250,,Allan Hills 78250,3,0.00287,,,Stone,,1977.0
Chondrite,27058,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1278.260,,Allan Hills 78260,6,0.00272,,,Stone,,1977.0
Achondrite,27060,Ureilite,Antarctica,-76.7167,159.6667,Find,URE,Victoria Land,A1278.262,,Allan Hills 78262,,0.0261999999999999,,,Stone,B/C,1978.0
Chondrite,27066,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1279.006,,Allan Hills 79006,5,0.041,,,Stone,B/C,1979.0
Chondrite,27071,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1279.011,,Allan Hills 79011,5,0.014,,,Stone,B/C,1979.0
Chondrite,26475,Ordinary,Denmark,56.1833,10.2333,Fall,H,,A10,October,Aarhus,6,0.72,,Århus,Stone,,1951.0
Chondrite,27076,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1279.016,,Allan Hills 79016,6,1.146,,,Stone,B/C,1979.0
,26476,Medium octahedrite,Mexico,28.8333,-105.8667,Find,IIIAB,Chihuahua,A1020,,Aldama (a),Om,11.0,,,Iron,,1985.0
Chondrite,27081,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1279.021,,Allan Hills 79021,5,0.0294,,,Stone,B,1979.0
Chondrite,26480,Ordinary,Italy,44.8833,8.75,Fall,H,Piemonte,A1070,February,Alessandria,5,,,Alexandria | Allessandria | Piedmont v. Alessandria | Santa Giulietta | San Giuliano | San Giuliano di Alessandria | San Giuliano Vecchio | Thal von San Giuliano Vecchio,Stone,,1860.0
Chondrite,27084,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1279.024,,Allan Hills 79024,6,0.0216,,,Stone,C,1979.0
,26489,Ataxite,Australia,-23.3333,134.1167,Find,UNGR,Northern Territory,A1240,,Alikatnima,D,15.9,,,Iron,,1931.0
Chondrite,27090,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1279.031,,Allan Hills 79031,5,0.0027,,,Stone,C,1979.0
Chondrite,26506,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.004,,Allan Hills 77004,4,2.23,,,Stone,C,1977.0
Chondrite,27103,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1279.045,,Allan Hills 79045,3,0.1154,,,Stone,C,1979.0
Achondrite,26507,Shergottite,Antarctica,-76.7167,159.6667,Find,SNC,Victoria Land,A1277.005,,Allan Hills 77005,,0.4825,,,Stone,A,1977.0
Chondrite,27111,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1279.053,,Allan Hills 79053,5,0.0861,,,Stone,B/C,1979.0
Chondrite,26510,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.009,,Allan Hills 77009,4,0.2355,,,Stone,C,1977.0
Chondrite,27114,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1280.101,,Allan Hills 80101,6,8.725,,,Stone,Be,1980.0
Chondrite,26523,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.023,,Allan Hills 77023,5,0.0214,,,Stone,B,1977.0
Achondrite,27115,Eucrite,Antarctica,-76.7167,159.6667,Find,EUC,Victoria Land,A1280.102,,Allan Hills 80102,,0.4712,,,Stone,A,1980.0
Chondrite,26529,Carbonaceous,Antarctica,-76.7167,159.6667,Find,CO,Victoria Land,A1277.029,,Allan Hills 77029,3,0.0014,S1,,Stone,A/B,1977.0
Chondrite,27118,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1280.105,,Allan Hills 80105,6,0.4451,,,Stone,B,1980.0
Chondrite,26535,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1277.035,,Allan Hills 77035,3,0.0016699999999999,,,Stone,,1977.0
Chondrite,27120,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1280.107,,Allan Hills 80107,6,0.1778,,,Stone,B,1980.0
Chondrite,26537,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.037,,Allan Hills 77037,5,0.00233,,,Stone,,1977.0
Chondrite,27122,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1280.110,,Allan Hills 80110,6,0.1676,,,Stone,B,1980.0
Chondrite,26540,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1277.040,,Allan Hills 77040,3,0.0023,,,Stone,,1977.0
Chondrite,27129,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1280.117,,Allan Hills 80117,6,0.089,,,Stone,B,1980.0
Chondrite,26544,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.044,,Allan Hills 77044,4,0.01225,,,Stone,,1977.0
Chondrite,27134,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1280.122,,Allan Hills 80122,6,0.0498,,,Stone,B/C,1980.0
Chondrite,26553,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.053,,Allan Hills 77053,6,0.01305,,,Stone,,1977.0
Chondrite,27140,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1280.128,,Allan Hills 80128,4,0.1382,,,Stone,B,1980.0
Chondrite,26557,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.057,,Allan Hills 77057,4,0.0030299999999999,,,Stone,,1977.0
Chondrite,26491,Ordinary,Saudi Arabia,20.7,52.8333,Find,H,,A1250,,al-Jimshan,4,11.45,S2,Jimshan,Stone,,1955.0
Chondrite,27148,Carbonaceous,Antarctica,-76.7167,159.6667,Find,CV,Victoria Land,A1281.003,,Allan Hills 81003,3,0.0101,S2,,Stone,A/B,1981.0
Chondrite,26559,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.059,,Allan Hills 77059,4,0.00644,,,Stone,,1977.0
,26493,Coarsest octahedrite,Saudi Arabia,20.6,44.8833,Find,IIAB,,A1255,,Alkhamasin,Ogg,1200.0,,,Iron,,1973.0
Achondrite,27150,Lunar,Antarctica,-76.7167,159.6667,Find,LUN,Victoria Land,A1281.005,,Allan Hills 81005,A,0.0314,,,Stone,A/B,1981.0
Chondrite,26565,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.065,,Allan Hills 77065,5,0.00265,,,Stone,,1977.0
Chondrite,26500,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1276.7,,Allan Hills 76007,6,0.41,,,Stone,B,1976.0
Chondrite,27160,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1281.015,,Allan Hills 81015,5,5.489,,,Stone,Be,1981.0
Chondrite,26571,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.072,,Allan Hills 77072,,0.00027,,,Stone,,1977.0
Chondrite,26501,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1276.8,,Allan Hills 76008,6,1.15,,,Stone,B/C,1976.0
Chondrite,27164,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1281.019,,Allan Hills 81019,5,1.0512,,,Stone,B/Ce,1981.0
Chondrite,26575,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.076,,Allan Hills 77076,5,0.0017,,,Stone,B,1977.0
Chondrite,26514,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1277.013,,Allan Hills 77013,3,0.023,,,Stone,B,1977.0
Chondrite,27167,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1281.022,,Allan Hills 81022,4,0.9125,,,Stone,B/C,1981.0
Chondrite,26576,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.077,,Allan Hills 77077,4,0.01373,,,Stone,,1977.0
Chondrite,26522,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.022,,Allan Hills 77022,5,0.016,,,Stone,A,1977.0
Chondrite,27172,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1281.027,,Allan Hills 81027,6,3.8353,,,Stone,C,1981.0
