(A)chondrite,id,Class,Country,latitude,longitude,ff,Group,Locality,mck,Month,Name,Petrologic type,Recovered weight,Shock stage,Synonyms,Type,wg,Year
Chondrite,51909,Ordinary,Antarctica,-71.5,35.6667,Find,L,Queen Maud Land,Y282.152,,Yamato 82152,6,0.00735,,,Stone,,1982.0
Chondrite,51372,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y279.3460,,Yamato 793460,4,0.00762,,,Stone,,1979.0
Chondrite,52079,Ordinary,Antarctica,-71.5,35.6667,Find,L,Queen Maud Land,Y286.010,,Yamato 86010,6,0.0042,,,Stone,,1986.0
,52684,,Antarctica,-71.5,35.6667,Find,,Queen Maud Land,Y286.615,,Yamato 86615,,0.00103,,,Stone,,1986.0
Chondrite,51719,Ordinary,Antarctica,-71.5,35.6667,Find,L,Queen Maud Land,Y281.095,,Yamato 81095,4,0.00125,,,Stone,,1981.0
Chondrite,51911,Ordinary,Antarctica,-71.5,35.6667,Find,L,Queen Maud Land,Y282.154,,Yamato 82154,6,0.00311,,,Stone,,1982.0
Chondrite,51374,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y279.3462,,Yamato 793462,6,0.00209,,,Stone,,1979.0
Chondrite,52080,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y286.011,,Yamato 86011,5,0.00913,,,Stone,,1986.0
,52692,,Antarctica,-71.5,35.6667,Find,,Queen Maud Land,Y286.623,,Yamato 86623,,0.0009,,,Stone,,1986.0
,51737,,Antarctica,-71.5,35.6667,Find,,Queen Maud Land,Y281.113,,Yamato 81113,,0.00124,,,Stone,,1981.0
Chondrite,51920,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y282.163,,Yamato 82163,6,3.622,,,Stone,,1982.0
Chondrite,51379,Ordinary,Antarctica,-71.5,35.6667,Find,L,Queen Maud Land,Y279.3467,,Yamato 793467,6,0.00622,,,Stone,,1979.0
Chondrite,52084,Carbonaceous,Antarctica,-71.5,35.6667,Find,CM,Queen Maud Land,Y286.015,,Yamato 86015,2,0.00464,,,Stone,,1986.0
Chondrite,52703,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y286.634,,Yamato 86634,5,0.02794,,,Stone,,1986.0
Chondrite,51745,Ordinary,Antarctica,-71.5,35.6667,Find,L,Queen Maud Land,Y281.121,,Yamato 81121,4,0.00131,,,Stone,,1981.0
Chondrite,51934,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y282.177,,Yamato 82177,6,1.12264,,,Stone,,1982.0
Chondrite,51382,Ordinary,Antarctica,-71.5,35.6667,Find,L,Queen Maud Land,Y279.3470,,Yamato 793470,6,0.10141,,,Stone,,1979.0
Chondrite,52085,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y286.016,,Yamato 86016,4,0.00901,,,Stone,,1986.0
,52711,,Antarctica,-71.5,35.6667,Find,,Queen Maud Land,Y286.642,,Yamato 86642,,0.02801,,,Stone,,1986.0
Chondrite,51746,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y281.122,,Yamato 81122,4,0.00108,,,Stone,,1981.0
Chondrite,51935,Ordinary,Antarctica,-71.5,35.6667,Find,L,Queen Maud Land,Y282.178,,Yamato 82178,6,0.8846,,,Stone,,1982.0
Chondrite,51384,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y279.3472,,Yamato 793472,6,0.01008,,,Stone,,1979.0
Chondrite,52086,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y286.017,,Yamato 86017,6,0.0153,,,Stone,,1986.0
,52715,,Antarctica,-71.5,35.6667,Find,,Queen Maud Land,Y286.646,,Yamato 86646,,0.00923,,,Stone,,1986.0
Chondrite,51747,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y281.123,,Yamato 81123,4,0.00158,,,Stone,,1981.0
Achondrite,51950,Lunar,Antarctica,-71.5,35.6667,Find,LUN,Queen Maud Land,Y282.193,,Yamato 82193,,0.0270399999999999,,,Stone,,1982.0
Chondrite,51390,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y279.3478,,Yamato 793478,5,0.00751,,,Stone,,1979.0
Chondrite,52089,Ordinary,Antarctica,-71.5,35.6667,Find,L,Queen Maud Land,Y286.020,,Yamato 86020,6,0.00869,,,Stone,,1986.0
,52719,,Antarctica,-71.5,35.6667,Find,,Queen Maud Land,Y286.650,,Yamato 86650,,0.0167399999999999,,,Stone,,1986.0
Chondrite,51749,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y281.125,,Yamato 81125,4,0.00258,,,Stone,,1981.0
Chondrite,51951,Ordinary,Antarctica,-71.5,35.6667,Find,L,Queen Maud Land,Y282.194,,Yamato 82194,6,0.00075,,,Stone,,1982.0
Chondrite,51404,Ordinary,Antarctica,-71.5,35.6667,Find,L,Queen Maud Land,Y279.3492,,Yamato 793492,6,0.00285,,,Stone,,1979.0
Chondrite,52093,Ordinary,Antarctica,-71.5,35.6667,Find,L,Queen Maud Land,Y286.024,,Yamato 86024,6,0.0047,,,Stone,,1986.0
,52720,,Antarctica,-71.5,35.6667,Find,,Queen Maud Land,Y286.651,,Yamato 86651,,0.01747,,,Stone,,1986.0
Chondrite,51754,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y281.130,,Yamato 81130,5,0.0007199999999999,,,Stone,,1981.0
Chondrite,51960,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y282.203,,Yamato 82203,4,0.00737,,,Stone,,1982.0
Chondrite,51413,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y279.3501,,Yamato 793501,4,0.30566,,,Stone,,1979.0
Chondrite,52113,Ordinary,Antarctica,-71.5,35.6667,Find,L,Queen Maud Land,Y286.044,,Yamato 86044,6,0.00465,,,Stone,,1986.0
,52721,,Antarctica,-71.5,35.6667,Find,,Queen Maud Land,Y286.652,,Yamato 86652,,0.00807,,,Stone,,1986.0
Chondrite,51770,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y282.013,,Yamato 82013,5,0.00016,,,Stone,,1982.0
Chondrite,51961,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y282.204,,Yamato 82204,4,0.00634,,,Stone,,1982.0
Chondrite,51415,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y279.3503,,Yamato 793503,6,0.0142899999999999,,,Stone,,1979.0
Achondrite,52117,Eucrite,Antarctica,-71.5,35.6667,Find,EUC,Queen Maud Land,Y286.048,,Yamato 86048,,0.00605,,,Stone,,1986.0
,52723,,Antarctica,-71.5,35.6667,Find,,Queen Maud Land,Y286.654,,Yamato 86654,,0.00368,,,Stone,,1986.0
Chondrite,51774,Ordinary,Antarctica,-71.5,35.6667,Find,L,Queen Maud Land,Y282.017,,Yamato 82017,6,0.05177,,,Stone,,1982.0
Chondrite,51962,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y282.205,,Yamato 82205,3,0.00809,,,Stone,,1982.0
Chondrite,51417,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y279.3505,,Yamato 793505,,0.00112,,,Stone,,1979.0
Chondrite,52118,Ordinary,Antarctica,-71.5,35.6667,Find,L,Queen Maud Land,Y286.049,,Yamato 86049,6,0.00673,,,Stone,,1986.0
,52724,,Antarctica,-71.5,35.6667,Find,,Queen Maud Land,Y286.655,,Yamato 86655,,0.0062,,,Stone,,1986.0
Chondrite,51775,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y282.018,,Yamato 82018,5,0.00368,,,Stone,,1982.0
Achondrite,51975,Acapulcoite,Antarctica,-71.5,35.6667,Find,ACAP,Queen Maud Land,Y283.007,,Yamato 8307,,0.00337,,,Stone,,1983.0
Chondrite,51420,Ordinary,Antarctica,-71.5,35.6667,Find,L,Queen Maud Land,Y279.3508,,Yamato 793508,6,0.16557,,,Stone,,1979.0
Chondrite,52122,Ordinary,Antarctica,-71.5,35.6667,Find,L,Queen Maud Land,Y286.053,,Yamato 86053,6,0.01953,,,Stone,,1986.0
,52727,,Antarctica,-71.5,35.6667,Find,,Queen Maud Land,Y286.658,,Yamato 86658,,0.00358,,,Stone,,1986.0
Chondrite,51787,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y282.030,,Yamato 82030,4,0.00291,,,Stone,,1982.0
Chondrite,51979,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y283.011,,Yamato 8311,5,0.01348,,,Stone,,1983.0
Chondrite,51422,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y279.3510,,Yamato 793510,4,0.32235,,,Stone,,1979.0
Chondrite,52128,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y286.059,,Yamato 86059,5,0.00817,,,Stone,,1986.0
,52728,,Antarctica,-71.5,35.6667,Find,,Queen Maud Land,Y286.659,,Yamato 86659,,0.00341,,,Stone,,1986.0
Chondrite,51788,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y282.031,,Yamato 82031,4,0.00514,,,Stone,,1982.0
Chondrite,51981,Ordinary,Antarctica,-71.5,35.6667,Find,L,Queen Maud Land,Y283.013,,Yamato 8313,6,0.00341,,,Stone,,1983.0
Chondrite,51423,Ordinary,Antarctica,-71.5,35.6667,Find,L,Queen Maud Land,Y279.3511,,Yamato 793511,6,0.0142899999999999,,,Stone,,1979.0
Chondrite,52131,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y286.062,,Yamato 86062,4,0.0203299999999999,,,Stone,,1986.0
,52740,,Antarctica,-71.5,35.6667,Find,,Queen Maud Land,Y286.671,,Yamato 86671,,0.00065,,,Stone,,1986.0
Achondrite,51794,Eucrite,Antarctica,-71.5,35.6667,Find,EUC,Queen Maud Land,Y282.037,,Yamato 82037,,0.04543,,,Stone,,1982.0
Chondrite,51985,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y283.017,,Yamato 8317,4,0.00691,,,Stone,,1983.0
Chondrite,51424,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y279.3512,,Yamato 793512,5,0.01675,,,Stone,,1979.0
Chondrite,52136,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y286.067,,Yamato 86067,4,0.02284,,,Stone,,1986.0
,52748,,Antarctica,-71.5,35.6667,Find,,Queen Maud Land,Y286.679,,Yamato 86679,,0.00414,,,Stone,,1986.0
Achondrite,51806,Eucrite,Antarctica,-71.5,35.6667,Find,EUC,Queen Maud Land,Y282.049,,Yamato 82049,,0.11535,,,Stone,,1982.0
Chondrite,51988,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y283.020,,Yamato 8320,4,0.0063,,,Stone,,1983.0
Chondrite,51427,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y279.3515,,Yamato 793515,5,0.44073,,,Stone,,1979.0
,52155,,Antarctica,-71.5,35.6667,Find,,Queen Maud Land,Y286.086,,Yamato 86086,,0.0091799999999999,,,Stone,,1986.0
,52751,,Antarctica,-71.5,35.6667,Find,,Queen Maud Land,Y286.682,,Yamato 86682,,0.00417,,,Stone,,1986.0
Chondrite,51808,Ordinary,Antarctica,-71.5,35.6667,Find,LL,Queen Maud Land,Y282.051,,Yamato 82051,6,0.00376,,,Stone,,1982.0
Chondrite,51997,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y283.029,,Yamato 8329,5,0.00328,,,Stone,,1983.0
Chondrite,51447,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y279.3535,,Yamato 793535,6,0.41147,,,Stone,,1979.0
,52177,,Antarctica,-71.5,35.6667,Find,,Queen Maud Land,Y286.108,,Yamato 86108,,0.00663,,,Stone,,1986.0
,52754,,Antarctica,-71.5,35.6667,Find,,Queen Maud Land,Y286.685,,Yamato 86685,,0.00037,,,Stone,,1986.0
Chondrite,51810,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y282.053,,Yamato 82053,5,2.1,,,Stone,,1982.0
Chondrite,52009,Ordinary,Antarctica,-71.5,35.6667,Find,L,Queen Maud Land,Y283.041,,Yamato 8341,3,0.0019399999999999,,,Stone,,1983.0
Achondrite,51455,Howardite,Antarctica,-71.5,35.6667,Find,HOW,Queen Maud Land,Y279.3543,,Yamato 793543,,0.0204899999999999,,,Stone,,1979.0
,52187,,Antarctica,-71.5,35.6667,Find,,Queen Maud Land,Y286.118,,Yamato 86118,,0.00235,,,Stone,,1986.0
Chondrite,52770,Carbonaceous,Antarctica,-71.5,35.6667,Find,CM,Queen Maud Land,Y286.701,,Yamato 86701,2,0.0044599999999999,,,Stone,,1986.0
Chondrite,51813,Ordinary,Antarctica,-71.5,35.6667,Find,L,Queen Maud Land,Y282.056,,Yamato 82056,3,0.91379,,,Stone,,1982.0
,52010,,Antarctica,-71.5,35.6667,Find,,Queen Maud Land,Y283.042,,Yamato 8342,,5e-05,,,Stone,,1983.0
Achondrite,51461,Eucrite,Antarctica,-71.5,35.6667,Find,EUC,Queen Maud Land,Y279.3549,,Yamato 793549,,0.0138599999999999,,,Stone,,1979.0
,52190,,Antarctica,-71.5,35.6667,Find,,Queen Maud Land,Y286.121,,Yamato 86121,,0.00243,,,Stone,,1986.0
Chondrite,52772,Carbonaceous,Antarctica,-71.5,35.6667,Find,CM,Queen Maud Land,Y286.703,,Yamato 86703,2,0.0016899999999999,,,Stone,,1986.0
Achondrite,51823,Eucrite,Antarctica,-71.5,35.6667,Find,EUC,Queen Maud Land,Y282.066,,Yamato 82066,,0.1914,,,Stone,,1982.0
Chondrite,52011,Ordinary,Antarctica,-71.5,35.6667,Find,L,Queen Maud Land,Y284.001,,Yamato 8401,6,0.01407,,,Stone,,1984.0
Achondrite,51462,Howardite,Antarctica,-71.5,35.6667,Find,HOW,Queen Maud Land,Y279.3550,,Yamato 793550,,0.00605,,,Stone,,1979.0
,52194,,Antarctica,-71.5,35.6667,Find,,Queen Maud Land,Y286.125,,Yamato 86125,,0.00448,,,Stone,,1986.0
Chondrite,52773,Carbonaceous,Antarctica,-71.5,35.6667,Find,CM,Queen Maud Land,Y286.704,,Yamato 86704,2,0.00149,,,Stone,,1986.0
Chondrite,51829,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y282.072,,Yamato 82072,6,0.0187899999999999,,,Stone,,1982.0
Chondrite,52020,Ordinary,Antarctica,-71.5,35.6667,Find,L,Queen Maud Land,Y284.010,,Yamato 8410,5,1.4270699999999998,,,Stone,,1984.0
Chondrite,51464,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y279.3552,,Yamato 793552,4,0.02955,,,Stone,,1979.0
,52201,,Antarctica,-71.5,35.6667,Find,,Queen Maud Land,Y286.132,,Yamato 86132,,0.0028599999999999,,,Stone,,1986.0
Chondrite,52777,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y286.708,,Yamato 86708,5,0.11812,,,Stone,,1986.0
Chondrite,51830,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y282.073,,Yamato 82073,5,0.01329,,,Stone,,1982.0
Chondrite,52022,Carbonaceous,Antarctica,-71.5,35.6667,Find,CM,Queen Maud Land,Y284.012,,Yamato 8412,2,0.00563,,,Stone,,1984.0
Chondrite,51467,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y279.3555,,Yamato 793555,5,0.00262,,,Stone,,1979.0
,52206,,Antarctica,-71.5,35.6667,Find,,Queen Maud Land,Y286.137,,Yamato 86137,,0.0030499999999999,,,Stone,,1986.0
Chondrite,52787,Ordinary,Antarctica,-71.5,35.6667,Find,L,Queen Maud Land,Y286.718,,Yamato 86718,5,0.09555,,,Stone,,1986.0
Chondrite,51838,Ordinary,Antarctica,-71.5,35.6667,Find,L,Queen Maud Land,Y282.081,,Yamato 82081,6,0.93927,,,Stone,,1982.0
Achondrite,52023,Eucrite,Antarctica,-71.5,35.6667,Find,EUC,Queen Maud Land,Y284.013,,Yamato 8413,,0.00066,,,Stone,,1984.0
Chondrite,51471,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y279.3559,,Yamato 793559,6,0.00234,,,Stone,,1979.0
,52208,,Antarctica,-71.5,35.6667,Find,,Queen Maud Land,Y286.139,,Yamato 86139,,0.00247,,,Stone,,1986.0
Chondrite,52788,Ordinary,Antarctica,-71.5,35.6667,Find,L,Queen Maud Land,Y286.719,,Yamato 86719,4,0.06864,,,Stone,,1986.0
Chondrite,51841,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y282.084,,Yamato 82084,4,0.01805,,,Stone,,1982.0
,52026,,Antarctica,-71.5,35.6667,Find,,Queen Maud Land,Y284.016,,Yamato 8416,,,,,Stone,,1984.0
Chondrite,51472,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y279.3560,,Yamato 793560,6,0.00946,,,Stone,,1979.0
,52209,,Antarctica,-71.5,35.6667,Find,,Queen Maud Land,Y286.140,,Yamato 86140,,0.00085,,,Stone,,1986.0
Chondrite,52791,Ordinary,Antarctica,-71.5,35.6667,Find,LL,Queen Maud Land,Y286.722,,Yamato 86722,6,0.07904,,,Stone,,1986.0
Chondrite,51852,Ordinary,Antarctica,-71.5,35.6667,Find,L,Queen Maud Land,Y282.095,,Yamato 82095,3,0.7101799999999999,,,Stone,,1982.0
Chondrite,52028,Ordinary,Antarctica,-71.5,35.6667,Find,L,Queen Maud Land,Y284.018,,Yamato 8418,6,0.0192199999999999,,,Stone,,1984.0
Chondrite,51473,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y279.3561,,Yamato 793561,6,0.00563,,,Stone,,1979.0
,52210,,Antarctica,-71.5,35.6667,Find,,Queen Maud Land,Y286.141,,Yamato 86141,,0.0027,,,Stone,,1986.0
Chondrite,52803,Ordinary,Antarctica,-71.5,35.6667,Find,L,Queen Maud Land,Y286.734,,Yamato 86734,5,0.00413,,,Stone,,1986.0
Achondrite,51857,Ureilite,Antarctica,-71.5,35.6667,Find,URE,Queen Maud Land,Y282.100,,Yamato 82100,,0.01236,,,Stone,,1982.0
Chondrite,52033,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y284.023,,Yamato 8423,4,0.0079,,,Stone,,1984.0
Chondrite,51474,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y279.3562,,Yamato 793562,5,0.00138,,,Stone,,1979.0
,52219,,Antarctica,-71.5,35.6667,Find,,Queen Maud Land,Y286.150,,Yamato 86150,,0.00333,,,Stone,,1986.0
Chondrite,52808,Ordinary,Antarctica,-71.5,35.6667,Find,LL,Queen Maud Land,Y286.739,,Yamato 86739,6,0.00342,,,Stone,,1986.0
Chondrite,51869,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y282.112,,Yamato 82112,6,0.00914,,,Stone,,1982.0
Chondrite,52038,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y284.028,,Yamato 8428,6,0.00365,,,Stone,,1984.0
Chondrite,51477,Ordinary,Antarctica,-71.5,35.6667,Find,LL,Queen Maud Land,Y279.3565,,Yamato 793565,3,0.0162399999999999,,,Stone,,1979.0
,52223,,Antarctica,-71.5,35.6667,Find,,Queen Maud Land,Y286.154,,Yamato 86154,,0.00098,,,Stone,,1986.0
Chondrite,52810,Ordinary,Antarctica,-71.5,35.6667,Find,LL,Queen Maud Land,Y286.741,,Yamato 86741,6,0.0058899999999999,,,Stone,,1986.0
Chondrite,51873,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y282.116,,Yamato 82116,6,0.0324099999999999,,,Stone,,1982.0
Chondrite,52044,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y284.034,,Yamato 8434,5,0.03138,,,Stone,,1984.0
Chondrite,51478,Ordinary,Antarctica,-71.5,35.6667,Find,L,Queen Maud Land,Y279.3566,,Yamato 793566,3,0.00368,,,Stone,,1979.0
,52237,,Antarctica,-71.5,35.6667,Find,,Queen Maud Land,Y286.168,,Yamato 86168,,0.00081,,,Stone,,1986.0
Chondrite,52813,Ordinary,Antarctica,-71.5,35.6667,Find,L,Queen Maud Land,Y286.744,,Yamato 86744,6,0.00158,,,Stone,,1986.0
Chondrite,51874,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y282.117,,Yamato 82117,6,0.00414,,,Stone,,1982.0
Chondrite,52046,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y284.036,,Yamato 8436,4,0.0037,,,Stone,,1984.0
Chondrite,51479,Ordinary,Antarctica,-71.5,35.6667,Find,L,Queen Maud Land,Y279.3567,,Yamato 793567,3,0.7,,,Stone,,1979.0
,52238,,Antarctica,-71.5,35.6667,Find,,Queen Maud Land,Y286.169,,Yamato 86169,,0.0005899999999999,,,Stone,,1986.0
Chondrite,52818,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y286.749,,Yamato 86749,4,0.02124,,,Stone,,1986.0
Chondrite,51882,Ordinary,Antarctica,-71.5,35.6667,Find,L,Queen Maud Land,Y282.125,,Yamato 82125,6,0.00538,,,Stone,,1982.0
Chondrite,52051,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y284.041,,Yamato 8441,4,0.00213,,,Stone,,1984.0
Chondrite,51486,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y279.3574,,Yamato 793574,3,0.08835,,,Stone,,1979.0
,52239,,Antarctica,-71.5,35.6667,Find,,Queen Maud Land,Y286.170,,Yamato 86170,,0.00112,,,Stone,,1986.0
Chondrite,52828,Ordinary,Antarctica,-71.5,35.6667,Find,L,Queen Maud Land,Y286.759,,Yamato 86759,6,0.00921,,,Stone,,1986.0
Chondrite,51883,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y282.126,,Yamato 82126,5,0.02345,,,Stone,,1982.0
Chondrite,52054,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y284.044,,Yamato 8444,4,0.0002,,,Stone,,1984.0
Chondrite,51488,Ordinary,Antarctica,-71.5,35.6667,Find,L,Queen Maud Land,Y279.3576,,Yamato 793576,3,0.00138,,,Stone,,1979.0
,52242,,Antarctica,-71.5,35.6667,Find,,Queen Maud Land,Y286.173,,Yamato 86173,,0.00058,,,Stone,,1986.0
,52838,,Antarctica,-71.5,35.6667,Find,,Queen Maud Land,Y286.769,,Yamato 86769,,0.07631,,,Stone,,1986.0
Chondrite,51884,Ordinary,Antarctica,-71.5,35.6667,Find,L,Queen Maud Land,Y282.127,,Yamato 82127,6,0.01496,,,Stone,,1982.0
Chondrite,52056,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y284.046,,Yamato 8446,4,0.08817,,,Stone,,1984.0
Chondrite,51496,Ordinary,Antarctica,-71.5,35.6667,Find,LL,Queen Maud Land,Y279.3584,,Yamato 793584,6,0.02156,,,Stone,,1979.0
,52246,,Antarctica,-71.5,35.6667,Find,,Queen Maud Land,Y286.177,,Yamato 86177,,0.00074,,,Stone,,1986.0
Chondrite,52845,Ordinary,Antarctica,-71.5,35.6667,Find,LL,Queen Maud Land,Y286.776,,Yamato 86776,4,0.39676,,,Stone,,1986.0
Chondrite,51888,Ordinary,Antarctica,-71.5,35.6667,Find,L,Queen Maud Land,Y282.131,,Yamato 82131,6,0.01193,,,Stone,,1982.0
Achondrite,52058,Ureilite,Antarctica,-71.5,35.6667,Find,URE,Queen Maud Land,Y284.048,,Yamato 8448,,0.05335,,,Stone,,1984.0
Chondrite,51502,Ordinary,Antarctica,-71.5,35.6667,Find,L,Queen Maud Land,Y279.3590,,Yamato 793590,3,0.11403,,,Stone,,1979.0
,52248,,Antarctica,-71.5,35.6667,Find,,Queen Maud Land,Y286.179,,Yamato 86179,,0.00087,,,Stone,,1986.0
Chondrite,52846,Ordinary,Antarctica,-71.5,35.6667,Find,L,Queen Maud Land,Y286.777,,Yamato 86777,6,0.08048,,,Stone,,1986.0
Chondrite,51896,Ordinary,Antarctica,-71.5,35.6667,Find,L,Queen Maud Land,Y282.139,,Yamato 82139,6,0.00268,,,Stone,,1982.0
Chondrite,52072,Ordinary,Antarctica,-71.5,35.6667,Find,L,Queen Maud Land,Y286.003,,Yamato 86003,6,0.00433,,,Stone,,1986.0
Achondrite,51505,Eucrite,Antarctica,-71.5,35.6667,Find,EUC,Queen Maud Land,Y279.3593,,Yamato 793593,,0.0847,,,Stone,,1979.0
,52249,,Antarctica,-71.5,35.6667,Find,,Queen Maud Land,Y286.180,,Yamato 86180,,0.00041,,,Stone,,1986.0
Chondrite,52856,Ordinary,Antarctica,-71.5,35.6667,Find,L,Queen Maud Land,Y286.787,,Yamato 86787,6,4.771,,,Stone,,1986.0
Chondrite,51897,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y282.140,,Yamato 82140,5,0.0021,,,Stone,,1982.0
Chondrite,52074,Ordinary,Antarctica,-71.5,35.6667,Find,L,Queen Maud Land,Y286.005,,Yamato 86005,3,0.03907,,,Stone,,1986.0
Chondrite,51506,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y279.3594,,Yamato 793594,5,0.8034,,,Stone,,1979.0
,52250,,Antarctica,-71.5,35.6667,Find,,Queen Maud Land,Y286.181,,Yamato 86181,,0.00025,,,Stone,,1986.0
,52859,,Antarctica,-71.5,35.6667,Find,,Queen Maud Land,Y286.790,,Yamato 86790,,0.0458299999999999,,,Stone,,1986.0
Chondrite,51900,Ordinary,Antarctica,-71.5,35.6667,Find,L,Queen Maud Land,Y282.143,,Yamato 82143,6,0.00932,,,Stone,,1982.0
Chondrite,52078,Carbonaceous,Antarctica,-71.5,35.6667,Find,CV,Queen Maud Land,Y286.009,,Yamato 86009,3,0.06069,,,Stone,,1986.0
Achondrite,51512,Eucrite,Antarctica,-71.5,35.6667,Find,EUC,Queen Maud Land,Y279.3600,,Yamato 793600,,0.05415,,,Stone,,1979.0
Chondrite,52255,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y286.186,,Yamato 86186,4,0.22926,,,Stone,,1986.0
Achondrite,52864,Howardite,Antarctica,-71.5,35.6667,Find,HOW,Queen Maud Land,Y286.795,,Yamato 86795,,0.00907,,,Stone,,1986.0
Chondrite,51901,Ordinary,Antarctica,-71.5,35.6667,Find,L,Queen Maud Land,Y282.144,,Yamato 82144,6,0.06023,,,Stone,,1982.0
Chondrite,52094,Ordinary,Antarctica,-71.5,35.6667,Find,L,Queen Maud Land,Y286.025,,Yamato 86025,6,0.00408,,,Stone,,1986.0
Chondrite,51513,Carbonaceous,Antarctica,-71.5,35.6667,Find,CM,Queen Maud Land,Y279.3601,,Yamato 793601,2,0.01349,,,Stone,,1979.0
Chondrite,52260,Ordinary,Antarctica,-71.5,35.6667,Find,H,Queen Maud Land,Y286.191,,Yamato 86191,4,0.0192199999999999,,,Stone,,1986.0
,52867,,Antarctica,-71.5,35.6667,Find,,Queen Maud Land,Y286.798,,Yamato 86798,,0.2127899999999999,,,Stone,,1986.0
Chondrite,51902,Ordinary,Antarctica,-71.5,35.6667,Find,L,Queen Maud Land,Y282.145,,Yamato 82145,6,0.0264499999999999,,,Stone,,1982.0
